"id","name","industry","subindustry","address","street","house_nr","postal_code","city","state","country","phone","skype","url","logo","email"
"4875","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","250 Sonwil Drive, Suite #254, Buffalo, NY 14225"," Sonwil Drive Suite #254","250","NY 14225"," Buffalo","New York","USA","(716) 685-9585",NULL,,NULL,NULL
"4876","DB Schenker USA","Customs Brokers","Freight Forwarding","6755 Engle Road, Suite C, Middleburg Heights, OH 44130"," Engle Road Suite C","6755","OH 44130"," Middleburg Heights","Ohio","USA","(440) 202-3000",NULL,,NULL,NULL
"4877","DB Schenker USA","Customs Brokers","Freight Forwarding","2617 S 156th Circle, Omaha, NE 68130"," S 156th Circle","2617","NE 68130"," Omaha","Nebraska","USA","(402) 501-8999",NULL,,NULL,NULL
"4878","DB Schenker USA","Customs Brokers","Freight Forwarding","3501 Island Avenue, Philadelphia, PA 19153"," Island Avenue","3501","PA 19153"," Philadelphia","Pennsylvania","USA","(215) 921-7777",NULL,,NULL,NULL
"4879","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","10749 NW Ambassador Drive, Kansas City, MO 64153"," NW Ambassador Drive","10749","MO 64153"," Kansas City","Missouri","USA","(816) 880-0900",NULL,,NULL,NULL
"4880","BNSF Logistics","Customs Brokers","Freight Forwarding","611 Marker Road, Versailles, OH 45380"," Marker Road","611","OH 45380"," Versailles","Ohio","USA","(800) 456-7370",NULL,,NULL,NULL
"4881","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","2265 Clements Ferry Road, Suite #310, Charleston, SC 29492"," Clements Ferry Road Suite #310","2265","SC 29492"," Charleston","South Carolina","USA","(843) 554-6909",NULL,,NULL,NULL
"4882","BNSF Logistics","Customs Brokers","Freight Forwarding","2775 Algonquin Road, Suite #350, Rolling Meadows, IL 60008"," Algonquin Road Suite #350","2775","IL 60008"," Rolling Meadows","Illinois","USA","(855) 268-2210",NULL,,NULL,NULL
"4883","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","4080 Executive Drive, Southaven, MS 38672"," Executive Drive","4080","MS 38672"," Southaven","Mississippi","USA","(662) 449-7341",NULL,,NULL,NULL
"4884","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","4350 Amberjack Boulevard, Suite #2, Plant City, FL 33813"," Amberjack Boulevard Suite #2","4350","FL 33813"," Plant City","Florida","USA","(813) 707-1765",NULL,,NULL,NULL
"4885","DACHSER Transport of America, Inc.","Customs Brokers","Freight Forwarding","5495 N Bend Road, Suite #104, Burlington, KY 41005"," N Bend Road Suite #104","5495","KY 41005"," Burlington","Kentucky","USA","(859) 689-5200",NULL,,NULL,NULL
"4886","DB Schenker USA","Customs Brokers","Freight Forwarding","1659 S Sabin Street, Wichita, KS 67209"," S Sabin Street","1659","KS 67209"," Wichita","Kansas","USA","(316) 942-0146",NULL,,NULL,NULL
"4887","DACHSER Transport of America, Inc.","Customs Brokers","Freight Forwarding","575 Forest Parkway, Suite G, College Park, GA 30349"," Forest Parkway Suite G","575","GA 30349"," College Park","Georgia","USA","(770) 991-7555",NULL,,NULL,NULL
"4888","DB Schenker USA","Customs Brokers","Freight Forwarding","3900 Olympic Blvd, Suite #120, Erlanger, KY 41018"," Olympic Blvd Suite #120","3900","KY 41018"," Erlanger","Kentucky","USA","(859) 212-2700",NULL,,NULL,NULL
"4889","APL Logistics","Customs Brokers","Freight Forwarding","7300 Corporate Center Drive, Suite #200, Miami, FL 33126"," Corporate Center Drive Suite #200","7300","FL 33126"," Miami","Florida","USA","(305) 468-3200",NULL,,NULL,NULL
"4890","BNSF Logistics","Customs Brokers","Freight Forwarding","9755 Dogwood Road, Suite #100, Roswell, GA 30075"," Dogwood Road Suite #100","9755","GA 30075"," Roswell","Georgia","USA","(855) 211-4702",NULL,,NULL,NULL
"4891","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","3 Technology Drive, Peabody, MA 01960"," Technology Drive","3","MA 1960"," Peabody","Massachusetts","USA","(978) 531-0001",NULL,,NULL,NULL
"4892","Harborside Logistics","Customs Brokers","Freight Forwarding","94 Commercial Street, Suite #201, Portland, ME 04101"," Commercial Street Suite #201","94","ME 4101"," Portland","Maine","USA","(207) 774-3800",NULL,,NULL,NULL
"4893","DB Schenker USA","Customs Brokers","Freight Forwarding","3865 Produce Road, Suite #202, Louisville, KY 40218"," Produce Road Suite #202","3865","KY 40218"," Louisville","Kentucky","USA","(502) 318-3940",NULL,,NULL,NULL
"4894","DB Schenker USA","Customs Brokers","Freight Forwarding","6250 Hazeltine National Drive, Suite #116, Orlando, FL 32822"," Hazeltine National Drive Suite #116","6250","FL 32822"," Orlando","Florida","USA","(407) 826-3561",NULL,,NULL,NULL
"4895","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","12 Forge Parkway, Franklin, MA 02038"," Forge Parkway","12","MA 2038"," Franklin","Massachusetts","USA","(508) 520-0060",NULL,,NULL,NULL
"4896","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","1001 Busse Road, Elk Grove Village, IL 60007"," Busse Road","1001","IL 60007"," Elk Grove Village","Illinois","USA","(847) 228-8500",NULL,,NULL,NULL
"4897","DACHSER Transport of America, Inc.","Customs Brokers","Freight Forwarding","2000 Arthur Avenue, Elk Grove Village, IL 60007"," Arthur Avenue","2000","IL 60007"," Elk Grove Village","Illinois","USA","(847) 806-8800",NULL,,NULL,NULL
"4898","DB Schenker USA","Customs Brokers","Freight Forwarding","310 Jubilee Drive, Peabody, MA 01960"," Jubilee Drive","310","MA 1960"," Peabody","Massachusetts","USA","(978) 548-3900",NULL,,NULL,NULL
"4899","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","849 Thomas Drive, Bensenville, IL 60106"," Thomas Drive","849","IL 60106"," Bensenville","Illinois","USA","(630) 595-3770",NULL,,NULL,NULL
"4900","Stevens Global Logistics","Customs Brokers","Freight Forwarding","3207 N Nimitz Hwy, Honolulu, HI 96819"," N Nimitz Hwy","3207","HI 96819"," Honolulu","Hawaii","USA","(808) 834-7606",NULL,,NULL,NULL
"4901","DB Schenker USA","Customs Brokers","Freight Forwarding","10401 Harrison Street, Suite #401, Romulus, MI 48174"," Harrison Street Suite #401","10401","MI 48174"," Romulus","Michigan","USA","(734) 287-5800",NULL,,NULL,NULL
"4902","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","7850 NW 25th Street, Doral, FL 33122"," NW 25th Street","7850","FL 33122"," Doral","Florida","USA","(305) 704-6300",NULL,,NULL,NULL
"4903","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","10205 NW 19th Street, Suites #107-114, Miami, FL 33172"," NW 19th Street Suites #107-114","10205","FL 33172"," Miami","Florida","USA","(305) 592-9410",NULL,,NULL,NULL
"4904","DB Schenker USA","Customs Brokers","Freight Forwarding","1347 S Mount Prospect Road, Des Plaines, IL 60018"," S Mount Prospect Road","1347","IL 60018"," Des Plaines","Illinois","USA","(847) 954-6500",NULL,,NULL,NULL
"4905","APL Logistics","Customs Brokers","Freight Forwarding","700 Commerce Drive, Suite #450, Oakbrook, IL 60523"," Commerce Drive Suite #450","700","IL 60523"," Oakbrook","Illinois","USA","866-896-2005",NULL,,NULL,NULL
"4906","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","4100 N Commerce Drive, East Point, GA 30344"," N Commerce Drive","4100","GA 30344"," East Point","Georgia","USA","(404) 675-2800",NULL,,NULL,NULL
"4907","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","300 Tradeport Drive, Atlanta, GA 30354"," Tradeport Drive","300","GA 30354"," Atlanta","Georgia","USA","(770) 991-9333",NULL,,NULL,NULL
"4908","BNSF Logistics","Customs Brokers","Freight Forwarding","700 Armsway Blvd, Godfrey, IL 62035"," Armsway Blvd","700","IL 62035"," Godfrey","Illinois","USA","(800) 766-6870",NULL,,NULL,NULL
"4909","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","1675 Meadow View Road, Eagan, MN 55121"," Meadow View Road","1675","MN 55121"," Eagan","Minnesota","USA","(651) 688-6645",NULL,,NULL,NULL
"4910","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","1245 Trapp Road, Suite #100, Eagan, MN 55121"," Trapp Road Suite #100","1245","MN 55121"," Eagan","Minnesota","USA","(651) 683-9922",NULL,,NULL,NULL
"4911","DB Schenker USA","Customs Brokers","Freight Forwarding","635 Airport S Parkway,‎ Atlanta, GA 30349"," Airport S Parkway","635","GA 30349","‎ Atlanta","Georgia","USA","(678) 489-9700",NULL,,NULL,NULL
"4912","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","7297 S Conway Road, Orlando, FL 32812"," S Conway Road","7297","FL 32812"," Orlando","Florida","USA","(407) 240-7395",NULL,,NULL,NULL
"4913","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","2000 Conner Road, Suite #190, Hebron, KY 41048"," Conner Road Suite #190","2000","KY 41048"," Hebron","Kentucky","USA","(859) 282-9494",NULL,,NULL,NULL
"4914","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","11501 Metro Airport Center Drive, Romulus, MI 48174"," Metro Airport Center Drive","11501","MI 48174"," Romulus","Michigan","USA","(734) 857-5400",NULL,,NULL,NULL
"4915","DB Schenker USA","Customs Brokers","Freight Forwarding","3191 Mike Collins Drive, Eagan, MN 55121"," Mike Collins Drive","3191","MN 55121"," Eagan","Minnesota","USA","(651) 367-2500",NULL,,NULL,NULL
"4916","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","7306 NW Tiffany Springs Pkwy, Kansas City, MO 64153"," NW Tiffany Springs Pkwy","7306","MO 64153"," Kansas City","Missouri","USA","(816) 891-9205",NULL,,NULL,NULL
"4917","DB Schenker USA","Customs Brokers","Freight Forwarding","2363 E Perry Road, Suite #191, Plainfield, IN 46168"," E Perry Road Suite #191","2363","IN 46168"," Plainfield","Indiana","USA","(800) 541-9766",NULL,,NULL,NULL
"4918","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","2670 Executive Drive, Suite B, Indianapolis, IN 46241"," Executive Drive Suite B","2670","IN 46241"," Indianapolis","Indiana","USA","(317) 248-2580",NULL,,NULL,NULL
"4919","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","1 Harbor Street, South Boston, MA 02210"," Harbor Street","1","MA 2210"," South Boston","Massachusetts","USA","(617) 261-8000",NULL,,NULL,NULL
"4920","DACHSER Transport of America, Inc.","Customs Brokers","Freight Forwarding","580 Chelsea Street, East Boston, MA 02128"," Chelsea Street","580","MA 2128"," East Boston","Massachusetts","USA","(617) 567-1145",NULL,,NULL,NULL
"4921","BNSF Logistics","Customs Brokers","Freight Forwarding","4700 S Thompson Street, Springdale, AR 72764"," S Thompson Street","4700","AR 72764"," Springdale","Arkansas","USA","(866) 722-9678",NULL,,NULL,NULL
"4922","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","1 Corporate Drive, Windsor Locks, CT 06096"," Corporate Drive","1","CT 6096"," Windsor Locks","Connecticut","USA","(860) 627-6606",NULL,,NULL,NULL
"4923","GHY International","Customs Brokers","Freight Forwarding","389 Goschen Avenue #10, Emerson, MB R0A 0L0","389 Goschen Avenue #10","1","0"," Emerson","MB","Canada","(204) 373-2167",NULL,,NULL,NULL
"4924","R.L. Swearer Company, Inc.","Customs Brokers","Freight Forwarding","6675 Eastland Road, Suite A, Middleburg Heights, OH 44130"," Eastland Road Suite A","6675","OH 44130"," Middleburg Heights","Ohio","USA","(440) 234-3969",NULL,,NULL,NULL
"4925","GHY International","Customs Brokers","Freight Forwarding","5409 Eglinton Avenue W #106, Etobicoke, ON M9C 5K6","5409 Eglinton Avenue W #106","6675","0"," Etobicoke","ON","Canada","(416) 695-7555",NULL,,NULL,NULL
"4926","GHY International","Customs Brokers","Freight Forwarding","5200 Miller Road #2110, Richmond, BC V7B 1L1","5200 Miller Road #2110","6675","0"," Richmond","BC","Canada","(604) 270-2363",NULL,,NULL,NULL
"4927","Samuel Shapiro & Company, Inc.","Customs Brokers","Freight Forwarding","125 Clairemont Avenue, Suite #350, Decatur, GA 30030"," Clairemont Avenue Suite #350","125","GA 30030"," Decatur","Georgia","USA","(404) 378-3818",NULL,,NULL,NULL
"4928","Samuel Shapiro & Company, Inc.","Customs Brokers","Freight Forwarding","162 Seven Farms Drive, Suite #220, Charleston, SC 29492"," Seven Farms Drive Suite #220","162","SC 29492"," Charleston","South Carolina","USA","(843) 971-0441",NULL,,NULL,NULL
"4929","Samuel Shapiro & Company, Inc.","Customs Brokers","Freight Forwarding","45662 Terminal Drive, Suite #100, Dulles, VA 20166"," Terminal Drive Suite #100","45662","VA 20166"," Dulles","Virginia","USA","(703) 471-4505",NULL,,NULL,NULL
"4930","Samuel Shapiro & Company, Inc.","Customs Brokers","Freight Forwarding","133-33 Brookville Blvd, Suite #126, Rosedale, NY 11422","133-33 Brookville Blvd Suite #126",NULL,"NY 11422"," Rosedale","New York","USA","(718) 527-3150",NULL,,NULL,NULL
"4931","Samuel Shapiro & Company, Inc.","Customs Brokers","Freight Forwarding","600 Chestnut Street, Suite #1257, Philadelphia, PA 19106"," Chestnut Street Suite #1257","600","PA 19106"," Philadelphia","Pennsylvania","USA","(215) 923-4870",NULL,,NULL,NULL
"4932","Taggart International, Ltd.","Customs Brokers","Freight Forwarding","1350 Michael Drive, Suite D, Wood Dale, IL 60191"," Michael Drive Suite D","1350","IL 60191"," Wood Dale","Illinois","USA","(630) 405-2240",NULL,,NULL,NULL
"4933","Taggart International, Ltd.","Customs Brokers","Freight Forwarding","10050 NW 116th Way, Suite B, Medley, FL 33178"," NW 116th Way Suite B","10050","FL 33178"," Medley","Florida","USA","(786) 870-0130",NULL,,NULL,NULL
"4934","Partida Brokerage, Inc.","Customs Brokers","Freight Forwarding","1116 N Bankerd Ave, Nogales, AZ 85621"," N Bankerd Ave","1116","AZ 85621"," Nogales","Arizona","USA","(520) 287-3624",NULL,,NULL,NULL
"4935","N. D. Cunningham & Co. Inc.","Customs Brokers","Freight Forwarding","205 St Louis St, Mobile, AL 36602"," St Louis St","205","AL 36602"," Mobile","Alabama","USA","(251) 432-4636",NULL,,NULL,NULL
"4936","Perry Supply, Inc.","Customs Brokers","Freight Forwarding","831 1st Ave N, Birmingham, AL 35203"," 1st Ave N","831","AL 35203"," Birmingham","Alabama","USA","(205) 943-7200",NULL,,NULL,NULL
"4937","Mayer Group","Customs Brokers","Freight Forwarding","161 E Mayra Dr, Nogales, AZ 85621"," E Mayra Dr","161","AZ 85621"," Nogales","Arizona","USA","(520) 281-1457",NULL,NULL,NULL,NULL
"4938","Pacific Brokerage Co., Inc.","Customs Brokers","Freight Forwarding","61 E Calle Sonora, Nogales, AZ 85621"," E Calle Sonora","61","AZ 85621"," Nogales","Arizona","USA","(520) 281-1722",NULL,,NULL,NULL
"4939","G Mendez & Company, Inc.","Customs Brokers","Freight Forwarding","450 W Gold Hill Rd, Nogales, AZ 85621"," W Gold Hill Rd","450","AZ 85621"," Nogales","Arizona","USA","(520) 761-5000",NULL,,NULL,NULL
"4940","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","150 W Hill Place, Brisbane, CA 94005"," W Hill Place","150","CA 94005"," Brisbane","California","USA","(415) 656-4100",NULL,,NULL,NULL
"4941","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","410 N 44th Street, Phoenix, AZ 85008"," N 44th Street","410","AZ 85008"," Phoenix","Arizona","USA","(602) 437-8108",NULL,,NULL,NULL
"4942","On Time Express, Inc.","Customs Brokers","Freight Forwarding","733 W 22nd Street, Tempe, AZ 85282"," W 22nd Street","733","AZ 85282"," Tempe","Arizona","USA","(480) 634-9190",NULL,,NULL,NULL
"4943","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","425 Valley Drive, Brisbane, CA 94005"," Valley Drive","425","CA 94005"," Brisbane","California","USA","(415) 657-3600",NULL,,NULL,NULL
"4944","APL Logistics","Customs Brokers","Freight Forwarding","16220 N Scottsdale Road, Scottsdale, AZ 85254"," N Scottsdale Road","16220","AZ 85254"," Scottsdale","Arizona","USA","(602) 586-4800",NULL,,NULL,NULL
"4945","Pilot Freight Services","Customs Brokers","Freight Forwarding","314 N Middletown Road, Lima, PA 19037"," N Middletown Road","314","PA 19037"," Lima","Pennsylvania","USA","(610) 891-8100",NULL,,NULL,NULL
"4946","DACHSER Transport of America, Inc.","Customs Brokers","Freight Forwarding","5959 W Century Blvd, Suite #1026, Los Angeles, CA 90045"," W Century Blvd Suite #1026","5959","CA 90045"," Los Angeles","California","USA","(310) 645-0088",NULL,,NULL,NULL
"4947","APL Logistics","Customs Brokers","Freight Forwarding","10 Four Seasons Place #828, Toronto, ON M9B 6H7","10 Four Seasons Place #828","5959","0"," Toronto","ON","Canada","(416) 620-6676",NULL,,NULL,NULL
"4948","DACHSER Transport of America, Inc.","Customs Brokers","Freight Forwarding","1502 E Buckeye Road, Phoenix, AZ 85034"," E Buckeye Road","1502","AZ 85034"," Phoenix","Arizona","USA","(602) 272-0053",NULL,,NULL,NULL
"4949","DB Schenker USA","Customs Brokers","Freight Forwarding","990 E 233rd Street, Carson, CA 90745"," E 233rd Street","990","CA 90745"," Carson","California","USA","(310) 221-3200",NULL,,NULL,NULL
"4950","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","20000 S Western Avenue, Torrance, CA 90501"," S Western Avenue","20000","CA 90501"," Torrance","California","USA","(310) 641-5500",NULL,,NULL,NULL
"4951","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","1621 W Calle Plata, Suite B, Nogales, AZ 85621"," W Calle Plata Suite B","1621","AZ 85621"," Nogales","Arizona","USA","(520) 281-0380",NULL,,NULL,NULL
"4952","Expeditors International of Washington, Inc.","Customs Brokers","Freight Forwarding","1470 Exposition Way, Suite #110, San Diego, CA 92154"," Exposition Way Suite #110","1470","CA 92154"," San Diego","California","USA","(619) 710-1900",NULL,,NULL,NULL
"4953","Kuehne + Nagel, Inc.","Customs Brokers","Freight Forwarding","22 Spencer Street, Naugatuck, CT 06770"," Spencer Street","22","CT 6770"," Naugatuck","Connecticut","USA","(203) 714-8900",NULL,,NULL,NULL
"4954","Pacific Logistics Corp","Customs Brokers","Freight Forwarding","7255 Rosemead Blvd, Pico Rivera, CA 90660"," Rosemead Blvd","7255","CA 90660"," Pico Rivera","California","USA","877-422-4752",NULL,,NULL,NULL
"4955","DB Schenker USA","Customs Brokers","Freight Forwarding","16075 E 32nd Avenue, Suite B, Aurora, CO 80011"," E 32nd Avenue Suite B","16075","CO 80011"," Aurora","Colorado","USA","(720) 859-6240",NULL,,NULL,NULL
"4956","DB Schenker USA","Customs Brokers","Freight Forwarding","370 US Airports Way, East Granby, CT 06026"," US Airports Way","370","CT 6026"," East Granby","Connecticut","USA","(860) 623-4401",NULL,,NULL,NULL
